Agent,Skill,Proficiency,Desire To Use
cz_arazim,CZ_Linka_Pomoci_Ridicum,50,50
cz_arazim,CZ_T2,1,1
cz_arazim,CZ_Generali_Info,50,50
cz_arazim,CZ_M1,50,50
cz_arazim,CZ_Czech,3,1
cz_arazim,CZ_Slovak,1,1
cz_arazim,CZ_Europ_Assist,1,1
cz_arazim,CZ_T1,1,1
cz_arazim,CZ_T3,1,1
cz_arazim,CZ_Tech2,1,1
cz_arazim,CZ_Home,1,1
cz_arazim,CZ_Home_SK,1,1
cz_arazim,CZ_Medipartner,50,50
cz_bahnik,CZ_Linka_Pomoci_Ridicum,50,37
cz_bahnik,CZ_NCP,50,50
cz_bahnik,CZ_T2,50,25
cz_bahnik,CZ_LPR_Internal,1,1
cz_bahnik,CZ_DKV_Assist,50,50
cz_bahnik,CZ_Czech,3,1
cz_bahnik,CZ_Tech2,50,7
cz_bahnik,CZ_Claims,1,1
cz_bahnik,CZ_Network,50,25
cz_bahnik,CZ_Junk,1,1
cz_bahnik,CZ_Information,1,1
cz_bahnik,CZ_Home,50,37
cz_bahnik,CZ_Waranty,1,1
cz_bahnik,CZ_Tech,75,25
cz_bahnik,CZ_Home_SK,50,37
cz_bahnik,CZ_EA_QualityCalls,1,1
cz_bahnik,CZ_T3,50,37
cz_bahnik,CZ_Telematika,50,50
cz_bahnik,CZ_T4,50,50
cz_bahnik,CZ_T1,50,12
cz_bahnik,CZ_Cerveny_kriz,50,50
cz_bahnik,CZ_EA_Pojisteni,1,1
cz_bahnik,CZ_EAKrize,1,1
cz_bahnik,CZ_Slovak,1,1
cz_bahnik,CZ_Generali_Info,50,37
cz_bahnik,CZ_Europ_Assist,50,37
cz_bahnik,CZ_Fiat_Info,50,12
cz_balcar,CZ_Linka_Pomoci_Ridicum,50,37
cz_balcar,CZ_NCP,50,50
cz_balcar,CZ_T2,50,7
cz_balcar,CZ_Tech2,50,50
cz_balcar,CZ_DKV_Assist,50,7
cz_balcar,CZ_T4,50,7
cz_balcar,CZ_T3,50,7
cz_balcar,CZ_T1,50,7
cz_balcar,CZ_CCNCP,50,50
cz_balcar,CZ_Network,50,25
cz_balcar,CZ_Czech,3,1
cz_balcar,CZ_Slovak,1,1
cz_benakova,CZ_Czech,1,1
cz_benakova,CZ_Slovak,1,1
cz_bergmann,CZ_Linka_Pomoci_Ridicum,50,37
cz_bergmann,CZ_NCP,50,50
cz_bergmann,CZ_T2,50,50
cz_bergmann,CZ_Tech2,50,7
cz_bergmann,CZ_Czech,3,1
cz_bergmann,CZ_Slovak,1,1
cz_bergmann,CZ_T1,50,50
cz_bergmann,CZ_DKV_Assist,50,1
cz_bergmann,CZ_T3,50,1
cz_bergmann,CZ_T4,50,1
cz_bergmann,CZ_Europ_Assist,50,1
cz_bibkova,CZ_Linka_Pomoci_Ridicum,50,37
cz_bibkova,CZ_NCP,50,50
cz_bibkova,CZ_T2,50,25
cz_bibkova,CZ_Concierge,50,25
cz_bibkova,CZ_LPR_Internal,1,1
cz_bibkova,CZ_Generali_Info,50,37
cz_bibkova,CZ_T4,50,50
cz_bibkova,CZ_T3,50,37
cz_bibkova,CZ_T1,50,12
cz_bibkova,CZ_M3,50,12
cz_bibkova,CZ_M2,50,12
cz_bibkova,CZ_M1,50,12
cz_bibkova,CZ_Home_SK,50,37
cz_bibkova,CZ_EA_QualityCalls,1,1
cz_bibkova,CZ_Network,50,25
cz_bibkova,CZ_Czech,1,1
cz_bibkova,CZ_Slovak,3,1
cz_bibkova,CZ_Europ_Assist,50,37
cz_bibkova,CZ_Home,50,37
cz_bibkova,CZ_EA_Pojisteni,1,1
cz_bibkova,CZ_Cerveny_kriz,50,50
cz_bibkova,CZ_Fiat_Info,50,12
cz_bibkova,CZ_Telematika,50,50
cz_bibkova,CZ_Tech,100,1
cz_bibkova,CZ_Generali_Insolvence,1,1
cz_bibkova,CZ_ECP_Insolvence,1,1
cz_bibkova,CZ_Medical,1,1
cz_bibkova,CZ_Information,1,1
cz_bibkova,CZ_Waranty,1,1
cz_bibkova,CZ_Claims,1,1
cz_bibkova,CZ_Junk,1,1
cz_bibkova,CZ_EA_Exclusive,1,1
cz_bibkova,CZ_DKV_Assist,50,50
cz_brigadnik,CZ_Linka_Pomoci_Ridicum,50,50
cz_brigadnik,CZ_T2,50,25
cz_brigadnik,CZ_Concierge,50,25
cz_brigadnik,CZ_LPR_Internal,1,1
cz_brigadnik,CZ_Generali_Info,50,37
cz_brigadnik,CZ_DKV_Assist,50,50
cz_brigadnik,CZ_T4,50,50
cz_brigadnik,CZ_T3,50,37
cz_brigadnik,CZ_T1,50,12
cz_brigadnik,CZ_M3,50,12
cz_brigadnik,CZ_M2,50,12
cz_brigadnik,CZ_M1,50,12
cz_brigadnik,CZ_Home_SK,50,37
cz_brigadnik,CZ_EA_QualityCalls,1,1
cz_brigadnik,CZ_Network,50,25
cz_brigadnik,CZ_Czech,3,1
cz_brigadnik,CZ_Slovak,1,1
cz_brigadnik,CZ_Europ_Assist,50,37
cz_brigadnik,CZ_Home,50,37
cz_brigadnik,CZ_EA_Pojisteni,1,1
cz_brigadnik,CZ_Cerveny_kriz,50,50
cz_brigadnik,CZ_Fiat_Info,50,12
cz_brigadnik,CZ_Telematika,50,50
cz_brigadnik,CZ_Tech,100,1
cz_brigadnik,CZ_Generali_Insolvence,1,1
cz_brigadnik,CZ_ECP_Insolvence,1,1
cz_brigadnik,CZ_Medical,1,1
cz_brigadnik,CZ_Information,1,1
cz_brigadnik,CZ_Waranty,1,1
cz_brigadnik,CZ_Claims,1,1
cz_brigadnik,CZ_Junk,1,1
cz_briki,CZ_Linka_Pomoci_Ridicum,50,50
cz_briki,CZ_Generali_Info,50,25
cz_briki,CZ_M3,50,50
cz_briki,CZ_M2,50,37
cz_briki,CZ_M1,50,25
cz_briki,CZ_EA_QualityCalls,1,1
cz_briki,CZ_Network,1,1
cz_briki,CZ_Czech,3,1
cz_briki,CZ_Slovak,1,1
cz_briki,CZ_Europ_Assist,50,50
cz_burinska,CZ_Linka_Pomoci_Ridicum,50,37
cz_burinska,CZ_NCP,50,50
cz_burinska,CZ_T2,50,7
cz_burinska,CZ_Tech2,50,50
cz_burinska,CZ_DKV_Assist,50,7
cz_burinska,CZ_T4,50,7
cz_burinska,CZ_T3,50,7
cz_burinska,CZ_T1,50,7
cz_burinska,CZ_CCNCP,50,50
cz_burinska,CZ_Network,50,25
cz_burinska,CZ_Czech,3,1
cz_burinska,CZ_Slovak,1,1
cz_cajthaml,CZ_Tech2,50,50
cz_cajthaml,CZ_Czech,3,1
cz_cajthaml,CZ_Slovak,1,1
cz_cajthaml,CZ_Junk,1,1
cz_capova,CZ_Linka_Pomoci_Ridicum,50,37
cz_capova,CZ_NCP,50,50
cz_capova,CZ_T2,50,25
cz_capova,CZ_Concierge,50,25
cz_capova,CZ_LPR_Internal,1,1
cz_capova,CZ_Tech2,50,7
cz_capova,CZ_Generali_Info,50,37
cz_capova,CZ_T4,50,50
cz_capova,CZ_T3,50,37
cz_capova,CZ_T1,50,12
cz_capova,CZ_M3,50,12
cz_capova,CZ_M2,50,12
cz_capova,CZ_M1,50,12
cz_capova,CZ_Home_SK,50,37
cz_capova,CZ_EA_QualityCalls,1,1
cz_capova,CZ_Network,50,37
cz_capova,CZ_Czech,3,1
cz_capova,CZ_Slovak,1,1
cz_capova,CZ_Europ_Assist,50,37
cz_capova,CZ_Home,50,37
cz_capova,CZ_EA_Pojisteni,1,1
cz_capova,CZ_Cerveny_kriz,50,50
cz_capova,CZ_Fiat_Info,50,12
cz_capova,CZ_Telematika,50,50
cz_capova,CZ_Tech,100,1
cz_capova,CZ_Generali_Insolvence,1,1
cz_capova,CZ_ECP_Insolvence,1,1
cz_capova,CZ_Medical,1,1
cz_capova,CZ_Information,1,1
cz_capova,CZ_Waranty,1,1
cz_capova,CZ_Claims,1,1
cz_capova,CZ_Junk,1,1
cz_capova,CZ_DKV_Assist,50,50
cz_cecotka,CZ_Linka_Pomoci_Ridicum,50,37
cz_cecotka,CZ_NCP,50,50
cz_cecotka,CZ_T2,50,7
cz_cecotka,CZ_Tech2,50,50
cz_cecotka,CZ_DKV_Assist,50,7
cz_cecotka,CZ_T4,50,7
cz_cecotka,CZ_T3,50,7
cz_cecotka,CZ_T1,50,7
cz_cecotka,CZ_CCNCP,50,50
cz_cecotka,CZ_Network,50,37
cz_cecotka,CZ_Czech,3,1
cz_cecotka,CZ_Slovak,1,1
cz_cenek,CZ_Network,50,37
cz_cenek,CZ_Czech,3,1
cz_cenek,CZ_Slovak,1,1
cz_cernys,CZ_Linka_Pomoci_Ridicum,50,50
cz_cernys,CZ_T2,50,5
cz_cernys,CZ_Generali_Info,50,50
cz_cernys,CZ_T4,50,5
cz_cernys,CZ_T3,50,5
cz_cernys,CZ_T1,50,5
cz_cernys,CZ_Home_SK,50,50
cz_cernys,CZ_EA_QualityCalls,1,1
cz_cernys,CZ_Network,50,25
cz_cernys,CZ_Czech,3,1
cz_cernys,CZ_Slovak,1,1
cz_cernys,CZ_Europ_Assist,50,37
cz_cernys,CZ_Home,50,50
cz_cernys,CZ_EA_Pojisteni,1,1
cz_cernys,CZ_Fiat_Info,50,25
cz_cernys,CZ_Tech,1,1
cz_cernys,CZ_Information,50,50
cz_cernys,CZ_Junk,1,1
cz_chlapikova,CZ_Linka_Pomoci_Ridicum,50,50
cz_chlapikova,CZ_T2,50,25
cz_chlapikova,CZ_Concierge,50,50
cz_chlapikova,CZ_LPR_Internal,1,1
cz_chlapikova,CZ_Medipartner,50,50
cz_chlapikova,CZ_Generali_Info,50,37
cz_chlapikova,CZ_DKV_Assist,50,50
cz_chlapikova,CZ_T4,50,50
cz_chlapikova,CZ_T3,50,37
cz_chlapikova,CZ_T1,50,12
cz_chlapikova,CZ_Home_SK,50,37
cz_chlapikova,CZ_EA_QualityCalls,1,1
cz_chlapikova,CZ_Network,50,25
cz_chlapikova,CZ_Czech,1,1
cz_chlapikova,CZ_Slovak,3,1
cz_chlapikova,CZ_Europ_Assist,50,37
cz_chlapikova,CZ_Home,50,37
cz_chlapikova,CZ_EA_Pojisteni,1,1
cz_chlapikova,CZ_Cerveny_kriz,50,50
cz_chlapikova,CZ_Fiat_Info,50,12
cz_chlapikova,CZ_Telematika,50,50
cz_chlapikova,CZ_Tech,100,1
cz_chlapikova,CZ_Generali_Insolvence,1,1
cz_chlapikova,CZ_ECP_Insolvence,1,1
cz_chlapikova,CZ_Information,1,1
cz_chlapikova,CZ_Waranty,1,1
cz_chlapikova,CZ_Claims,1,1
cz_chlapikova,CZ_Junk,1,1
cz_chlapikova,CZ_Tech2,1,1
cz_cizkova,CZ_Linka_Pomoci_Ridicum,50,37
cz_cizkova,CZ_NCP,50,50
cz_cizkova,CZ_T2,50,7
cz_cizkova,CZ_Tech2,50,50
cz_cizkova,CZ_DKV_Assist,50,7
cz_cizkova,CZ_T4,50,7
cz_cizkova,CZ_T3,50,7
cz_cizkova,CZ_T1,50,7
cz_cizkova,CZ_CCNCP,50,50
cz_cizkova,CZ_Network,50,25
cz_cizkova,CZ_Czech,3,1
cz_cizkova,CZ_Slovak,1,1
cz_colrainova,CZ_Linka_Pomoci_Ridicum,50,50
cz_colrainova,CZ_T2,1,1
cz_colrainova,CZ_Generali_Info,50,25
cz_colrainova,CZ_M3,50,50
cz_colrainova,CZ_M2,50,37
cz_colrainova,CZ_M1,50,25
cz_colrainova,CZ_EA_QualityCalls,1,1
cz_colrainova,CZ_Network,1,1
cz_colrainova,CZ_Czech,3,1
cz_colrainova,CZ_Slovak,1,1
cz_colrainova,CZ_Europ_Assist,50,50
cz_colrainova,CZ_Medical,50,12
cz_colrainova,CZ_Junk,1,1
cz_colrainova,CZ_Tech2,1,1
cz_colrainova,CZ_T1,1,1
cz_colrainova,CZ_T3,1,1
cz_colrainova,CZ_Home,1,1
cz_crha,CZ_Linka_Pomoci_Ridicum,50,37
cz_crha,CZ_NCP,50,50
cz_crha,CZ_T2,50,7
cz_crha,CZ_Tech2,50,50
cz_crha,CZ_DKV_Assist,50,7
cz_crha,CZ_T4,50,7
cz_crha,CZ_T3,50,7
cz_crha,CZ_T1,50,7
cz_crha,CZ_Network,50,25
cz_crha,CZ_Czech,3,1
cz_crha,CZ_Slovak,1,1
cz_dolezal,CZ_Linka_Pomoci_Ridicum,50,50
cz_dolezal,CZ_Tech2,50,50
cz_dolezal,CZ_CCNCP,50,50
cz_dolezal,CZ_Czech,3,1
cz_dolezal,CZ_Slovak,1,1
cz_duchackova,CZ_Czech,3,1
cz_duchackova,CZ_Slovak,1,1
cz_egert,CZ_T2,1,1
cz_egert,CZ_Slovak,1,1
cz_egert,CZ_Czech,3,1
cz_egert,CZ_T1,1,1
cz_egert,CZ_T3,1,1
cz_egert,CZ_T4,1,1
cz_egert,CZ_Tech2,1,1
cz_egert,CZ_DKV_Assist,1,1
cz_ehrenbergerova,CZ_EA_QualityCalls,50,50
cz_ehrenbergerova,CZ_Czech,3,1
cz_eichler,CZ_Linka_Pomoci_Ridicum,50,50
cz_eichler,CZ_T2,50,25
cz_eichler,CZ_Concierge,50,25
cz_eichler,CZ_LPR_Internal,1,1
cz_eichler,CZ_Generali_Info,50,37
cz_eichler,CZ_DKV_Assist,50,50
cz_eichler,CZ_T4,50,50
cz_eichler,CZ_T3,50,37
cz_eichler,CZ_T1,50,12
cz_eichler,CZ_M3,50,12
cz_eichler,CZ_M2,50,12
cz_eichler,CZ_M1,50,12
cz_eichler,CZ_Home_SK,50,37
cz_eichler,CZ_EA_QualityCalls,1,1
cz_eichler,CZ_Network,50,25
cz_eichler,CZ_Czech,3,1
cz_eichler,CZ_Slovak,1,1
cz_eichler,CZ_Europ_Assist,50,37
cz_eichler,CZ_Home,50,37
cz_eichler,CZ_EA_Pojisteni,1,1
cz_eichler,CZ_Cerveny_kriz,50,50
cz_eichler,CZ_Fiat_Info,50,12
cz_eichler,CZ_Telematika,50,50
cz_eichler,CZ_Tech,100,1
cz_eichler,CZ_Generali_Insolvence,1,1
cz_eichler,CZ_ECP_Insolvence,1,1
cz_eichler,CZ_Medical,1,1
cz_eichler,CZ_Information,1,1
cz_eichler,CZ_Waranty,1,1
cz_eichler,CZ_Claims,1,1
cz_eichler,CZ_Junk,1,1
cz_engler,CZ_Linka_Pomoci_Ridicum,50,50
cz_engler,CZ_T2,50,1
cz_engler,CZ_Concierge,50,37
cz_engler,CZ_LPR_Internal,1,1
cz_engler,CZ_Generali_Info,50,25
cz_engler,CZ_DKV_Assist,50,25
cz_engler,CZ_T4,50,1
cz_engler,CZ_T3,50,1
cz_engler,CZ_T1,50,1
cz_engler,CZ_M3,50,50
cz_engler,CZ_M2,50,37
cz_engler,CZ_M1,50,25
cz_engler,CZ_Home_SK,50,25
cz_engler,CZ_EA_QualityCalls,1,1
cz_engler,CZ_Czech,1,1
cz_engler,CZ_Slovak,3,1
cz_engler,CZ_Europ_Assist,50,50
cz_engler,CZ_Home,50,25
cz_engler,CZ_EA_Pojisteni,1,1
cz_engler,CZ_Cerveny_kriz,50,50
cz_engler,CZ_Fiat_Info,50,5
cz_engler,CZ_Telematika,50,25
cz_engler,CZ_Tech,1,1
cz_engler,CZ_Generali_Insolvence,50,50
cz_engler,CZ_ECP_Insolvence,50,50
cz_engler,CZ_Medical,50,12
cz_engler,CZ_Information,1,1
cz_engler,CZ_Waranty,1,1
cz_engler,CZ_Junk,1,1
cz_engler,CZ_Medipartner_Marketing,1,1
cz_felkl,CZ_Linka_Pomoci_Ridicum,50,37
cz_felkl,CZ_NCP,50,50
cz_felkl,CZ_T2,50,7
cz_felkl,CZ_Tech2,50,50
cz_felkl,CZ_DKV_Assist,50,7
cz_felkl,CZ_T4,50,7
cz_felkl,CZ_T3,50,7
cz_felkl,CZ_T1,50,7
cz_felkl,CZ_CCNCP,50,50
cz_felkl,CZ_Network,50,25
cz_felkl,CZ_Czech,3,1
cz_felkl,CZ_Slovak,1,1
cz_fendrychova,CZ_Home_SK,50,50
cz_fendrychova,CZ_Home,50,50
cz_fendrychova,CZ_Czech,3,1
cz_fendrychova,CZ_Slovak,1,1
cz_formanek,CZ_Linka_Pomoci_Ridicum,50,50
cz_formanek,CZ_T2,50,1
cz_formanek,CZ_Concierge,50,37
cz_formanek,CZ_Generali_Info,50,25
cz_formanek,CZ_DKV_Assist,50,25
cz_formanek,CZ_T4,50,1
cz_formanek,CZ_T3,50,1
cz_formanek,CZ_T1,50,1
cz_formanek,CZ_M3,50,50
cz_formanek,CZ_M2,50,37
cz_formanek,CZ_M1,50,25
cz_formanek,CZ_Home_SK,50,25
cz_formanek,CZ_EA_QualityCalls,1,1
cz_formanek,CZ_Network,1,1
cz_formanek,CZ_Czech,3,1
cz_formanek,CZ_Slovak,1,1
cz_formanek,CZ_Europ_Assist,50,50
cz_formanek,CZ_Home,50,25
cz_formanek,CZ_EA_Pojisteni,1,1
cz_formanek,CZ_Fiat_Info,50,5
cz_formanek,CZ_Tech,1,1
cz_formanek,CZ_Generali_Insolvence,50,50
cz_formanek,CZ_ECP_Insolvence,50,50
cz_formanek,CZ_Medical,50,12
cz_formanek,CZ_Information,1,1
cz_formanek,CZ_Waranty,1,1
cz_formanek,CZ_Junk,1,1
cz_formanek,CZ_Tech2,1,1
cz_formanek,CZ_Medipartner,50,50
cz_francovak,CZ_Czech,3,1
cz_francovak,CZ_Slovak,1,1
cz_francovak,CZ_Home,50,50
cz_francovak,CZ_Home_SK,50,50
cz_francovak,CZ_Generali_Info,50,50
cz_francovak,CZ_Information,50,50
cz_fuskova,CZ_Network,50,50
cz_fuskova,CZ_Czech,3,1
cz_fuskova,CZ_Slovak,1,1
cz_garaiova,CZ_Network,50,50
cz_garaiova,CZ_Czech,3,1
cz_garaiova,CZ_Slovak,1,1
cz_garaiova,CZ_Home_SK,50,50
cz_garaiova,CZ_Home,1,1
cz_gulyas,CZ_Network,50,37
cz_gulyas,CZ_Czech,1,1
cz_gulyas,CZ_Slovak,3,1
cz_hajkova,CZ_Linka_Pomoci_Ridicum,50,50
cz_hajkova,CZ_Concierge,50,50
cz_hajkova,CZ_Czech,3,1
cz_hajkova,CZ_Slovak,1,1
cz_hajkova,CZ_Medical,50,50
cz_hajkova,CZ_Junk,1,1
cz_hak,CZ_Linka_Pomoci_Ridicum,50,37
cz_hak,CZ_T2,50,37
cz_hak,CZ_T1,50,50
cz_hak,CZ_Czech,3,1
cz_hak,CZ_Slovak,1,1
cz_havlicek,CZ_Linka_Pomoci_Ridicum,50,37
cz_havlicek,CZ_Generali_Info,50,50
cz_havlicek,CZ_Home_SK,50,50
cz_havlicek,CZ_EA_QualityCalls,1,1
cz_havlicek,CZ_Network,50,25
cz_havlicek,CZ_Czech,3,1
cz_havlicek,CZ_Slovak,1,1
cz_havlicek,CZ_Europ_Assist,50,37
cz_havlicek,CZ_Home,50,50
cz_havlicek,CZ_EA_Pojisteni,1,1
cz_havlicek,CZ_Fiat_Info,50,25
cz_havlicek,CZ_Tech,1,1
cz_havlicek,CZ_Information,25,75
cz_havlicek,CZ_Junk,1,1
cz_henke,CZ_Linka_Pomoci_Ridicum,50,50
cz_henke,CZ_M2,50,50
cz_henke,CZ_M1,50,37
cz_henke,CZ_EA_QualityCalls,1,1
cz_henke,CZ_Network,1,1
cz_henke,CZ_Czech,3,1
cz_henke,CZ_Slovak,1,1
cz_henke,CZ_Europ_Assist,50,50
cz_herdin,CZ_Linka_Pomoci_Ridicum,50,37
cz_herdin,CZ_Tech2,50,50
cz_herdin,CZ_CCNCP,50,50
cz_herdin,CZ_Czech,3,1
cz_herdin,CZ_Slovak,1,1
cz_hertlova,CZ_Linka_Pomoci_Ridicum,50,37
cz_hertlova,CZ_NCP,50,50
cz_hertlova,CZ_T2,50,7
cz_hertlova,CZ_Tech2,50,50
cz_hertlova,CZ_DKV_Assist,50,7
cz_hertlova,CZ_T4,50,7
cz_hertlova,CZ_T3,50,7
cz_hertlova,CZ_T1,50,7
cz_hertlova,CZ_CCNCP,50,50
cz_hertlova,CZ_Network,50,25
cz_hertlova,CZ_Czech,3,1
cz_hertlova,CZ_Slovak,1,1
cz_hieslova,CZ_Linka_Pomoci_Ridicum,50,50
cz_hieslova,CZ_Generali_Info,50,50
cz_hieslova,CZ_Home_SK,50,50
cz_hieslova,CZ_EA_QualityCalls,1,1
cz_hieslova,CZ_Network,50,25
cz_hieslova,CZ_Czech,3,1
cz_hieslova,CZ_Slovak,1,1
cz_hieslova,CZ_Europ_Assist,50,37
cz_hieslova,CZ_Home,50,50
cz_hieslova,CZ_EA_Pojisteni,1,1
cz_hieslova,CZ_Fiat_Info,50,25
cz_hieslova,CZ_Tech,1,1
cz_hieslova,CZ_Information,25,75
cz_hieslova,CZ_Junk,1,1
cz_hlavaty,CZ_Linka_Pomoci_Ridicum,50,12
cz_hlavaty,CZ_Concierge,50,50
cz_hlavaty,CZ_Home_SK,50,25
cz_hlavaty,CZ_Czech,3,1
cz_hlavaty,CZ_Slovak,1,1
cz_hlavaty,CZ_Home,50,25
cz_hlavaty,CZ_Medical,50,50
cz_hlavaty,CZ_Information,1,1
cz_hlavaty,CZ_Junk,1,1
cz_hlavatyj,CZ_Linka_Pomoci_Ridicum,50,37
cz_hlavatyj,CZ_T2,50,25
cz_hlavatyj,CZ_LPR_Internal,1,1
cz_hlavatyj,CZ_Tech2,50,7
cz_hlavatyj,CZ_Generali_Info,50,37
cz_hlavatyj,CZ_DKV_Assist,50,50
cz_hlavatyj,CZ_T4,50,50
cz_hlavatyj,CZ_T3,50,37
cz_hlavatyj,CZ_T1,50,12
cz_hlavatyj,CZ_Home_SK,50,37
cz_hlavatyj,CZ_EA_QualityCalls,1,1
cz_hlavatyj,CZ_Network,50,25
cz_hlavatyj,CZ_Czech,3,1
cz_hlavatyj,CZ_Slovak,1,1
cz_hlavatyj,CZ_Europ_Assist,50,37
cz_hlavatyj,CZ_Home,50,37
cz_hlavatyj,CZ_EA_Pojisteni,1,1
cz_hlavatyj,CZ_Cerveny_kriz,50,50
cz_hlavatyj,CZ_Fiat_Info,50,12
cz_hlavatyj,CZ_Telematika,50,50
cz_hlavatyj,CZ_Tech,75,25
cz_hlavatyj,CZ_Information,1,1
cz_hlavatyj,CZ_Waranty,1,1
cz_hlavatyj,CZ_Junk,1,1
cz_horakova,CZ_Linka_Pomoci_Ridicum,50,37
