Agent,Skill,Proficiency,Desire To Use
cz_libovicka,CZ_EA_QualityCalls,1,1
cz_libovicka,CZ_Network,50,25
cz_libovicka,CZ_Czech,3,1
cz_libovicka,CZ_Slovak,1,1
cz_libovicka,CZ_Europ_Assist,50,37
cz_libovicka,CZ_Home,50,37
cz_libovicka,CZ_EA_Pojisteni,1,1
cz_libovicka,CZ_Cerveny_kriz,50,50
cz_libovicka,CZ_Fiat_Info,50,12
cz_libovicka,CZ_Telematika,50,50
cz_libovicka,CZ_Tech,75,25
cz_libovicka,CZ_Information,1,1
cz_libovicka,CZ_Waranty,1,1
cz_libovicka,CZ_Junk,1,1
cz_luksova,CZ_Czech,3,1
cz_luksova,CZ_Slovak,1,1
cz_luksova,CZ_Claims,25,75
cz_machovsky,CZ_Czech,3,1
cz_machovsky,CZ_Slovak,1,1
cz_machovsky,CZ_Tech,100,75
cz_machovsky,CZ_Junk,1,1
cz_madacka,CZ_Network,50,50
cz_madacka,CZ_Czech,3,1
cz_madacka,CZ_Slovak,1,1
cz_madrova,CZ_Linka_Pomoci_Ridicum,50,37
cz_madrova,CZ_NCP,50,50
cz_madrova,CZ_T2,50,25
cz_madrova,CZ_Concierge,50,25
cz_madrova,CZ_Generali_Info,50,37
cz_madrova,CZ_DKV_Assist,50,50
cz_madrova,CZ_T4,50,50
cz_madrova,CZ_T3,50,37
cz_madrova,CZ_T1,50,12
cz_madrova,CZ_M3,50,12
cz_madrova,CZ_M2,50,12
cz_madrova,CZ_M1,50,12
cz_madrova,CZ_Home_SK,50,37
cz_madrova,CZ_EA_QualityCalls,1,1
cz_madrova,CZ_Network,50,25
cz_madrova,CZ_Czech,3,1
cz_madrova,CZ_Slovak,1,1
cz_madrova,CZ_Home,50,37
cz_madrova,CZ_EA_Pojisteni,1,1
cz_madrova,CZ_Cerveny_kriz,50,50
cz_madrova,CZ_Fiat_Info,50,12
cz_madrova,CZ_Telematika,50,37
cz_madrova,CZ_Tech,100,1
cz_madrova,CZ_Medical,1,1
cz_madrova,CZ_Information,1,1
cz_madrova,CZ_Waranty,1,1
cz_madrova,CZ_Claims,1,1
cz_madrova,CZ_Junk,1,1
cz_maier,CZ_T2,50,50
cz_maier,CZ_Czech,1,1
cz_maier,CZ_Slovak,1,1
cz_malcova,CZ_Linka_Pomoci_Ridicum,50,50
cz_malcova,CZ_Concierge,50,37
cz_malcova,CZ_M3,50,50
cz_malcova,CZ_M2,50,37
cz_malcova,CZ_M1,50,25
cz_malcova,CZ_EA_QualityCalls,1,1
cz_malcova,CZ_Network,1,1
cz_malcova,CZ_Czech,3,1
cz_malcova,CZ_Slovak,1,1
cz_malcova,CZ_Europ_Assist,50,50
cz_malcova,CZ_Tech,1,1
cz_malcova,CZ_Generali_Insolvence,50,50
cz_malcova,CZ_ECP_Insolvence,50,50
cz_malcova,CZ_Medical,50,12
cz_malcova,CZ_Information,1,1
cz_malcova,CZ_Waranty,1,1
cz_malcova,CZ_Junk,1,1
cz_manakova,CZ_Czech,1,1
cz_manakova,CZ_Slovak,1,1
cz_masluk,CZ_Czech,1,1
cz_masluk,CZ_Slovak,1,1
cz_maun,CZ_Linka_Pomoci_Ridicum,50,37
cz_maun,CZ_NCP,50,50
cz_maun,CZ_T2,50,7
cz_maun,CZ_Tech2,50,50
cz_maun,CZ_DKV_Assist,50,7
cz_maun,CZ_T4,50,7
cz_maun,CZ_T3,50,7
cz_maun,CZ_T1,50,7
cz_maun,CZ_CCNCP,50,50
cz_maun,CZ_Network,50,25
cz_maun,CZ_Czech,3,1
cz_maun,CZ_Slovak,1,1
cz_mavromatidis,CZ_Linka_Pomoci_Ridicum,50,37
cz_mavromatidis,CZ_T2,50,5
cz_mavromatidis,CZ_Generali_Info,50,50
cz_mavromatidis,CZ_T4,50,5
cz_mavromatidis,CZ_T3,50,5
cz_mavromatidis,CZ_T1,50,5
cz_mavromatidis,CZ_Home_SK,50,50
cz_mavromatidis,CZ_EA_QualityCalls,1,1
cz_mavromatidis,CZ_Network,50,25
cz_mavromatidis,CZ_Czech,3,1
cz_mavromatidis,CZ_Slovak,1,1
cz_mavromatidis,CZ_Europ_Assist,50,37
cz_mavromatidis,CZ_Home,50,50
cz_mavromatidis,CZ_EA_Pojisteni,1,1
cz_mavromatidis,CZ_Fiat_Info,50,37
cz_mavromatidis,CZ_Tech,1,1
cz_mavromatidis,CZ_Information,50,50
cz_mavromatidis,CZ_Junk,1,1
cz_mcihak,CZ_Linka_Pomoci_Ridicum,50,37
cz_mcihak,CZ_NCP,50,50
cz_mcihak,CZ_T2,50,25
cz_mcihak,CZ_Concierge,50,25
cz_mcihak,CZ_LPR_Internal,1,1
cz_mcihak,CZ_Tech2,50,7
cz_mcihak,CZ_Generali_Info,50,37
cz_mcihak,CZ_T4,50,50
cz_mcihak,CZ_T3,50,37
cz_mcihak,CZ_T1,50,12
cz_mcihak,CZ_M3,50,12
cz_mcihak,CZ_M2,50,12
cz_mcihak,CZ_M1,50,12
cz_mcihak,CZ_Home_SK,50,37
cz_mcihak,CZ_EA_QualityCalls,1,1
cz_mcihak,CZ_Network,50,25
cz_mcihak,CZ_Czech,3,1
cz_mcihak,CZ_Slovak,1,1
cz_mcihak,CZ_Europ_Assist,50,37
cz_mcihak,CZ_Home,50,37
cz_mcihak,CZ_EA_Pojisteni,1,1
cz_mcihak,CZ_Cerveny_kriz,50,50
cz_mcihak,CZ_Fiat_Info,50,12
cz_mcihak,CZ_Telematika,50,50
cz_mcihak,CZ_Tech,100,1
cz_mcihak,CZ_Generali_Insolvence,1,1
cz_mcihak,CZ_ECP_Insolvence,1,1
cz_mcihak,CZ_Medical,1,1
cz_mcihak,CZ_Information,1,1
cz_mcihak,CZ_Waranty,1,1
cz_mcihak,CZ_Claims,1,1
cz_mcihak,CZ_Junk,1,1
cz_mcihak,CZ_DKV_Assist,50,50
cz_medo,CZ_Linka_Pomoci_Ridicum,50,50
cz_medo,CZ_T2,50,1
cz_medo,CZ_Concierge,50,37
cz_medo,CZ_Generali_Info,50,25
cz_medo,CZ_DKV_Assist,50,25
cz_medo,CZ_T3,50,1
cz_medo,CZ_M3,50,50
cz_medo,CZ_M2,50,37
cz_medo,CZ_M1,50,25
cz_medo,CZ_Home_SK,50,25
cz_medo,CZ_EA_QualityCalls,1,1
cz_medo,CZ_Network,1,1
cz_medo,CZ_Czech,1,1
cz_medo,CZ_Slovak,3,1
cz_medo,CZ_Europ_Assist,50,50
cz_medo,CZ_Home,50,25
cz_medo,CZ_EA_Pojisteni,1,1
cz_medo,CZ_Fiat_Info,50,5
cz_medo,CZ_Generali_Insolvence,50,50
cz_medo,CZ_ECP_Insolvence,50,50
cz_medo,CZ_Medical,50,12
cz_medo,CZ_Junk,1,1
cz_medo,CZ_T1,1,1
cz_medo,CZ_Tech2,1,1
cz_medo,CZ_T4,1,1
cz_medo,CZ_Medipartner,50,50
cz_mikova,CZ_Czech,1,1
cz_mikova,CZ_Slovak,1,1
cz_moniukova,CZ_Linka_Pomoci_Ridicum,50,37
cz_moniukova,CZ_NCP,50,50
cz_moniukova,CZ_T2,50,7
cz_moniukova,CZ_Concierge,50,25
cz_moniukova,CZ_LPR_Internal,1,1
cz_moniukova,CZ_Tech2,50,50
cz_moniukova,CZ_Generali_Info,50,37
cz_moniukova,CZ_T4,50,7
cz_moniukova,CZ_T3,50,7
cz_moniukova,CZ_T1,50,7
cz_moniukova,CZ_M3,50,12
cz_moniukova,CZ_M2,50,12
cz_moniukova,CZ_M1,50,12
cz_moniukova,CZ_Home_SK,50,37
cz_moniukova,CZ_EA_QualityCalls,1,1
cz_moniukova,CZ_Network,50,25
cz_moniukova,CZ_Czech,3,1
cz_moniukova,CZ_Slovak,1,1
cz_moniukova,CZ_Europ_Assist,50,37
cz_moniukova,CZ_Home,50,37
cz_moniukova,CZ_EA_Pojisteni,1,1
cz_moniukova,CZ_Cerveny_kriz,50,50
cz_moniukova,CZ_Fiat_Info,50,12
cz_moniukova,CZ_Telematika,50,7
cz_moniukova,CZ_Tech,100,1
cz_moniukova,CZ_Generali_Insolvence,1,1
cz_moniukova,CZ_ECP_Insolvence,1,1
cz_moniukova,CZ_Medical,1,1
cz_moniukova,CZ_Information,1,1
cz_moniukova,CZ_Waranty,1,1
cz_moniukova,CZ_Claims,1,1
cz_moniukova,CZ_Junk,1,1
cz_moniukova,CZ_DKV_Assist,50,7
cz_moniukovah,CZ_Linka_Pomoci_Ridicum,50,37
cz_moniukovah,CZ_NCP,50,50
cz_moniukovah,CZ_Tech2,50,50
cz_moniukovah,CZ_CCNCP,50,50
cz_moniukovah,CZ_Network,50,25
cz_moniukovah,CZ_Czech,3,1
cz_moniukovah,CZ_Slovak,1,1
cz_moser,CZ_NCP,50,50
cz_moser,CZ_Czech,3,1
cz_moser,CZ_Tech,100,1
cz_motycakova,CZ_Linka_Pomoci_Ridicum,50,50
cz_motycakova,CZ_T2,1,1
cz_motycakova,CZ_Concierge,50,37
cz_motycakova,CZ_M3,50,50
cz_motycakova,CZ_M2,50,37
cz_motycakova,CZ_M1,50,25
cz_motycakova,CZ_EA_QualityCalls,1,1
cz_motycakova,CZ_Network,1,1
cz_motycakova,CZ_Czech,3,1
cz_motycakova,CZ_Slovak,1,1
cz_motycakova,CZ_Europ_Assist,50,50
cz_motycakova,CZ_T1,1,1
cz_motycakova,CZ_T3,1,1
cz_motycakova,CZ_Tech2,1,1
cz_motycakova,CZ_Home,1,1
cz_motycakova,CZ_Medipartner,50,50
cz_myslivcova,CZ_Czech,1,1
cz_myslivcova,CZ_Slovak,3,1
cz_myslivcova,CZ_Claims,25,75
cz_navratilova,CZ_T2,50,50
cz_navratilova,CZ_Czech,1,1
cz_navratilova,CZ_Slovak,1,1
cz_nemcovav,CZ_Home,50,50
cz_nemcovav,CZ_Czech,3,1
cz_nemcovav,CZ_Junk,1,1
cz_nemcovav,CZ_Home_SK,50,50
cz_nemcovav,CZ_Slovak,1,1
cz_nemcovav,CZ_Information,50,50
cz_nemcovav,CZ_Generali_Info,1,1
cz_netikova,CZ_Linka_Pomoci_Ridicum,100,50
cz_netikova,CZ_Czech,3,1
cz_netikova,CZ_Slovak,1,1
cz_netikova,CZ_Medipartner,50,50
cz_neufuss,CZ_T2,50,50
cz_neufuss,CZ_Czech,1,1
cz_neufuss,CZ_Slovak,1,1
cz_novak,CZ_Linka_Pomoci_Ridicum,50,37
cz_novak,CZ_NCP,50,50
cz_novak,CZ_T2,50,37
cz_novak,CZ_T1,50,50
cz_novak,CZ_Czech,3,1
cz_novak,CZ_Slovak,1,1
cz_novak,CZ_T3,50,1
cz_novak,CZ_Tech2,1,1
cz_novak,CZ_CCNCP,1,1
cz_novotna,CZ_Czech,1,1
cz_novotna,CZ_Slovak,1,1
cz_novotny,CZ_M1,50,50
cz_novotny,CZ_Czech,3,1
cz_novotny,CZ_Slovak,1,1
cz_olexova,CZ_Linka_Pomoci_Ridicum,50,50
cz_olexova,CZ_T2,1,1
cz_olexova,CZ_M1,50,50
cz_olexova,CZ_Czech,3,1
cz_olexova,CZ_Slovak,1,1
cz_olexova,CZ_Europ_Assist,1,1
cz_olexova,CZ_T1,1,1
cz_olexova,CZ_T3,1,1
cz_olexova,CZ_Tech2,1,1
cz_olexova,CZ_Home,1,1
cz_olexova,CZ_Home_SK,1,1
cz_ovcacikova,CZ_Generali_Info,50,50
cz_ovcacikova,CZ_Czech,3,1
cz_ovcacikova,CZ_Slovak,1,1
cz_ovcacikova,CZ_Tech,1,1
cz_ovcacikova,CZ_Information,50,50
cz_ovcacikova,CZ_Junk,1,1
cz_peliskova,CZ_Linka_Pomoci_Ridicum,50,50
cz_peliskova,CZ_M2,50,50
cz_peliskova,CZ_M1,50,37
cz_peliskova,CZ_Czech,3,1
cz_peliskova,CZ_Slovak,1,1
cz_peliskova,CZ_Europ_Assist,50,50
cz_plskova,CZ_Linka_Pomoci_Ridicum,50,37
cz_plskova,CZ_Home_SK,50,40
cz_plskova,CZ_Czech,3,1
cz_plskova,CZ_Slovak,1,1
cz_plskova,CZ_EA_Pojisteni,1,1
cz_plskova,CZ_Fiat_Info,50,50
cz_plskova,CZ_Information,52,50
cz_plskova,CZ_Home,50,40
cz_prochazka,CZ_Tech2,1,1
cz_prochazka,CZ_Czech,1,1
cz_prochazka,CZ_Slovak,1,1
cz_prochazka,CZ_Medical,40,80
cz_puschova,CZ_Linka_Pomoci_Ridicum,50,37
cz_puschova,CZ_T2,50,25
cz_puschova,CZ_Concierge,50,25
cz_puschova,CZ_LPR_Internal,1,1
cz_puschova,CZ_Generali_Info,50,37
cz_puschova,CZ_DKV_Assist,50,50
cz_puschova,CZ_T4,50,50
cz_puschova,CZ_T3,50,37
cz_puschova,CZ_T1,50,12
cz_puschova,CZ_M3,50,12
cz_puschova,CZ_M2,50,12
cz_puschova,CZ_M1,50,12
cz_puschova,CZ_Home_SK,50,37
cz_puschova,CZ_EA_QualityCalls,1,1
cz_puschova,CZ_Network,50,25
cz_puschova,CZ_Czech,3,1
cz_puschova,CZ_Slovak,1,1
cz_puschova,CZ_Europ_Assist,50,37
cz_puschova,CZ_Home,50,37
cz_puschova,CZ_EA_Pojisteni,1,1
cz_puschova,CZ_Cerveny_kriz,50,50
cz_puschova,CZ_Fiat_Info,50,12
cz_puschova,CZ_Telematika,50,50
cz_puschova,CZ_Tech,100,1
cz_puschova,CZ_Generali_Insolvence,1,1
cz_puschova,CZ_Medical,1,1
cz_puschova,CZ_Information,1,1
cz_puschova,CZ_Waranty,1,1
cz_puschova,CZ_Claims,1,1
cz_puschova,CZ_Junk,1,1
cz_rakousova,CZ_Linka_Pomoci_Ridicum,50,37
cz_rakousova,CZ_NCP,50,50
cz_rakousova,CZ_T2,50,25
cz_rakousova,CZ_LPR_Internal,1,1
cz_rakousova,CZ_Tech2,50,7
cz_rakousova,CZ_Generali_Info,50,37
cz_rakousova,CZ_DKV_Assist,50,50
cz_rakousova,CZ_T4,50,50
cz_rakousova,CZ_T3,50,37
cz_rakousova,CZ_T1,50,12
cz_rakousova,CZ_Home_SK,50,37
cz_rakousova,CZ_EA_QualityCalls,1,1
cz_rakousova,CZ_Network,50,25
cz_rakousova,CZ_Czech,3,1
cz_rakousova,CZ_Slovak,1,1
cz_rakousova,CZ_Europ_Assist,50,37
cz_rakousova,CZ_Home,50,37
cz_rakousova,CZ_EA_Pojisteni,1,1
cz_rakousova,CZ_Cerveny_kriz,50,50
cz_rakousova,CZ_Fiat_Info,50,12
cz_rakousova,CZ_Telematika,50,50
cz_rakousova,CZ_Tech,100,1
cz_rakousova,CZ_Information,1,1
cz_rakousova,CZ_Waranty,1,1
cz_rakousova,CZ_Junk,1,1
cz_rakytad,CZ_Linka_Pomoci_Ridicum,50,37
cz_rakytad,CZ_NCP,50,50
cz_rakytad,CZ_T2,50,7
cz_rakytad,CZ_Tech2,50,50
cz_rakytad,CZ_DKV_Assist,50,7
cz_rakytad,CZ_T4,50,7
cz_rakytad,CZ_T3,50,7
cz_rakytad,CZ_T1,50,7
cz_rakytad,CZ_CCNCP,50,50
cz_rakytad,CZ_Network,50,25
cz_rakytad,CZ_Czech,3,1
cz_rakytad,CZ_Slovak,1,1
cz_raskova,CZ_Linka_Pomoci_Ridicum,50,37
cz_raskova,CZ_NCP,50,50
cz_raskova,CZ_T2,50,1
cz_raskova,CZ_Concierge,50,37
cz_raskova,CZ_Generali_Info,50,25
cz_raskova,CZ_DKV_Assist,50,25
cz_raskova,CZ_T4,50,1
cz_raskova,CZ_T3,50,1
cz_raskova,CZ_T1,50,1
cz_raskova,CZ_M3,50,50
cz_raskova,CZ_M2,50,37
cz_raskova,CZ_M1,50,25
cz_raskova,CZ_Home_SK,50,25
cz_raskova,CZ_EA_QualityCalls,1,1
cz_raskova,CZ_Network,1,1
cz_raskova,CZ_Czech,3,1
cz_raskova,CZ_Slovak,1,1
cz_raskova,CZ_Europ_Assist,50,50
cz_raskova,CZ_Home,50,25
cz_raskova,CZ_EA_Pojisteni,1,1
cz_raskova,CZ_Fiat_Info,50,5
cz_raskova,CZ_Generali_Insolvence,50,50
cz_raskova,CZ_ECP_Insolvence,50,50
cz_raskova,CZ_Medical,50,12
cz_raskova,CZ_Junk,1,1
cz_raskova,CZ_Tech2,1,1
cz_raskova,CZ_Medipartner,50,50
cz_rohlicek,CZ_Linka_Pomoci_Ridicum,50,37
cz_rohlicek,CZ_NCP,50,50
cz_rohlicek,CZ_T2,50,25
cz_rohlicek,CZ_Concierge,50,25
cz_rohlicek,CZ_LPR_Internal,1,1
cz_rohlicek,CZ_Tech2,50,7
cz_rohlicek,CZ_Generali_Info,50,37
cz_rohlicek,CZ_DKV_Assist,50,50
cz_rohlicek,CZ_T4,50,50
cz_rohlicek,CZ_T3,50,37
cz_rohlicek,CZ_T1,50,12
cz_rohlicek,CZ_M3,50,12
cz_rohlicek,CZ_M2,50,12
cz_rohlicek,CZ_M1,50,12
cz_rohlicek,CZ_Home_SK,50,37
cz_rohlicek,CZ_EA_QualityCalls,1,1
cz_rohlicek,CZ_Network,50,25
cz_rohlicek,CZ_Czech,3,1
cz_rohlicek,CZ_Slovak,1,1
cz_rohlicek,CZ_Europ_Assist,50,37
cz_rohlicek,CZ_Home,50,37
cz_rohlicek,CZ_EA_Pojisteni,1,1
cz_rohlicek,CZ_Cerveny_kriz,50,50
cz_rohlicek,CZ_Fiat_Info,50,12
cz_rohlicek,CZ_Telematika,50,50
cz_rohlicek,CZ_Tech,100,1
cz_rohlicek,CZ_Generali_Insolvence,1,1
cz_rohlicek,CZ_Medical,1,1
cz_rohlicek,CZ_Information,1,1
cz_rohlicek,CZ_Waranty,1,1
cz_rohlicek,CZ_Claims,1,1
cz_rohlicek,CZ_Junk,1,1
cz_rsimkova,CZ_Network,50,37
cz_rsimkova,CZ_Czech,3,1
cz_rsimkova,CZ_Slovak,1,1
cz_ruzicka,CZ_Linka_Pomoci_Ridicum,50,50
cz_ruzicka,CZ_Tech2,50,50
cz_ruzicka,CZ_Network,50,25
cz_ruzicka,CZ_Czech,3,1
cz_ruzicka,CZ_Slovak,1,1
cz_saroun,CZ_Linka_Pomoci_Ridicum,50,37
cz_saroun,CZ_T2,50,25
cz_saroun,CZ_LPR_Internal,1,1
cz_saroun,CZ_Tech2,50,7
cz_saroun,CZ_Generali_Info,50,37
cz_saroun,CZ_DKV_Assist,50,50
cz_saroun,CZ_T4,50,50
cz_saroun,CZ_T3,50,37
cz_saroun,CZ_T1,50,12
cz_saroun,CZ_Home_SK,50,37
cz_saroun,CZ_EA_QualityCalls,1,1
cz_saroun,CZ_Network,50,25
cz_saroun,CZ_Czech,3,1
cz_saroun,CZ_Slovak,1,1
cz_saroun,CZ_Europ_Assist,50,37
cz_saroun,CZ_Home,50,37
cz_saroun,CZ_EA_Pojisteni,1,1
cz_saroun,CZ_Cerveny_kriz,50,50
cz_saroun,CZ_Fiat_Info,50,12
cz_saroun,CZ_Telematika,50,50
cz_saroun,CZ_Information,1,1
cz_saroun,CZ_Waranty,1,1
cz_schlibener,CZ_Network,50,50
cz_schlibener,CZ_Czech,3,1
cz_schlibener,CZ_Slovak,1,1
cz_sedlackova,CZ_Linka_Pomoci_Ridicum,50,37
cz_sedlackova,CZ_NCP,50,50
cz_sedlackova,CZ_T2,50,7
cz_sedlackova,CZ_Tech2,50,50
cz_sedlackova,CZ_DKV_Assist,50,7
cz_sedlackova,CZ_T4,50,7
cz_sedlackova,CZ_T3,50,7
cz_sedlackova,CZ_T1,50,7
cz_sedlackova,CZ_CCNCP,50,50
cz_sedlackova,CZ_Network,50,25
cz_sedlackova,CZ_Czech,3,1
cz_sedlackova,CZ_Slovak,1,1
cz_sefcovicova,CZ_Linka_Pomoci_Ridicum,50,37
cz_sefcovicova,CZ_T2,50,5
cz_sefcovicova,CZ_Generali_Info,50,50
cz_sefcovicova,CZ_T4,50,5
cz_sefcovicova,CZ_T3,50,5
cz_sefcovicova,CZ_T1,50,5
cz_sefcovicova,CZ_Home_SK,50,50
cz_sefcovicova,CZ_EA_QualityCalls,1,1
cz_sefcovicova,CZ_Network,50,25
cz_sefcovicova,CZ_Czech,3,1
cz_sefcovicova,CZ_Slovak,1,1
cz_sefcovicova,CZ_Europ_Assist,50,37
cz_sefcovicova,CZ_Home,50,50
cz_sefcovicova,CZ_EA_Pojisteni,1,1
cz_sefcovicova,CZ_Fiat_Info,50,37
cz_sefcovicova,CZ_Tech,1,1
cz_sefcovicova,CZ_Information,50,50
cz_sefcovicova,CZ_Junk,1,1
cz_sikolova,CZ_Linka_Pomoci_Ridicum,50,37
cz_sikolova,CZ_NCP,50,50
cz_sikolova,CZ_Tech2,50,50
cz_sikolova,CZ_CCNCP,50,50
cz_sikolova,CZ_Network,50,25
cz_sikolova,CZ_Czech,3,1
cz_sikolova,CZ_Slovak,1,1
cz_simkova,CZ_Home,1,1
cz_simkova,CZ_Home_SK,1,1
cz_simkova,CZ_Slovak,1,1
cz_simkova,CZ_Czech,3,1
cz_slavetinska,CZ_Linka_Pomoci_Ridicum,50,50
cz_slavetinska,CZ_T2,50,1
cz_slavetinska,CZ_Concierge,50,37
cz_slavetinska,CZ_LPR_Internal,1,1
cz_slavetinska,CZ_Generali_Info,50,25
cz_slavetinska,CZ_DKV_Assist,50,25
cz_slavetinska,CZ_T4,50,1
cz_slavetinska,CZ_T3,50,1
cz_slavetinska,CZ_T1,50,1
cz_slavetinska,CZ_M3,50,50
cz_slavetinska,CZ_M2,50,37
cz_slavetinska,CZ_M1,50,25
cz_slavetinska,CZ_Home_SK,50,25
cz_slavetinska,CZ_EA_QualityCalls,1,1
cz_slavetinska,CZ_Czech,3,1
cz_slavetinska,CZ_Slovak,1,1
cz_slavetinska,CZ_Europ_Assist,50,50
cz_slavetinska,CZ_Home,50,25
cz_slavetinska,CZ_EA_Pojisteni,1,1
cz_slavetinska,CZ_Cerveny_kriz,50,50
cz_slavetinska,CZ_Fiat_Info,50,5
cz_slavetinska,CZ_Telematika,50,25
cz_slavetinska,CZ_Tech,1,1
cz_slavetinska,CZ_Generali_Insolvence,50,50
cz_slavetinska,CZ_ECP_Insolvence,50,50
